!version	2023-11-10
!description:	14.10
!external	https://rfam.org/
!citation:	D192-D200
!contact:	rfam-help@ebi.ac.uk
!	!
Rfam:RF00001	GO:0003735
Rfam:RF00001	GO:0005840
Rfam:RF00002	GO:0003735
Rfam:RF00002	GO:0005840
Rfam:RF00003	GO:0000395
Rfam:RF00003	GO:0005685
Rfam:RF00003	GO:0030627
Rfam:RF00004	GO:0000348
Rfam:RF00004	GO:0005686
Rfam:RF00004	GO:0045131
Rfam:RF00005	GO:0030533
Rfam:RF00007	GO:0000348
Rfam:RF00007	GO:0005693
Rfam:RF00007	GO:0045131
Rfam:RF00009	GO:0004526
Rfam:RF00009	GO:0008033
Rfam:RF00009	GO:0030677
Rfam:RF00010	GO:0004526
Rfam:RF00010	GO:0008033
Rfam:RF00010	GO:0030680
Rfam:RF00011	GO:0004526
Rfam:RF00011	GO:0008033
Rfam:RF00011	GO:0030680
Rfam:RF00012	GO:0005730
Rfam:RF00012	GO:0006396
Rfam:RF00014	GO:0009299
Rfam:RF00014	GO:0045727
Rfam:RF00015	GO:0000244
Rfam:RF00015	GO:0000353
Rfam:RF00015	GO:0005687
Rfam:RF00015	GO:0017070
Rfam:RF00015	GO:0046540
Rfam:RF00016	GO:0005730
Rfam:RF00016	GO:0006396
Rfam:RF00017	GO:0005786
Rfam:RF00017	GO:0006617
Rfam:RF00018	GO:0005515
Rfam:RF00020	GO:0000244
Rfam:RF00020	GO:0000353
Rfam:RF00020	GO:0005682
Rfam:RF00020	GO:0046540
Rfam:RF00022	GO:0003729
Rfam:RF00022	GO:0010468
Rfam:RF00023	GO:0006401
Rfam:RF00024	GO:0000333
Rfam:RF00024	GO:0003720
Rfam:RF00024	GO:0007004
Rfam:RF00025	GO:0000333
Rfam:RF00025	GO:0003720
Rfam:RF00025	GO:0007004
Rfam:RF00026	GO:0000244
Rfam:RF00026	GO:0000353
Rfam:RF00026	GO:0005688
Rfam:RF00026	GO:0030621
Rfam:RF00026	GO:0046540
Rfam:RF00027	GO:0016442
Rfam:RF00027	GO:0035195
Rfam:RF00028	GO:0000372
Rfam:RF00029	GO:0000373
Rfam:RF00030	GO:0000171
Rfam:RF00030	GO:0000172
Rfam:RF00030	GO:0006364
Rfam:RF00031	GO:0001514
Rfam:RF00032	GO:0006398
Rfam:RF00033	GO:0003729
Rfam:RF00034	GO:0003729
Rfam:RF00036	GO:0005515
Rfam:RF00036	GO:0005634
Rfam:RF00036	GO:0051169
Rfam:RF00037	GO:0010039
Rfam:RF00038	GO:0006417
Rfam:RF00038	GO:0009266
Rfam:RF00039	GO:0003729
Rfam:RF00039	GO:0017148
Rfam:RF00040	GO:0010468
Rfam:RF00041	GO:0039703
Rfam:RF00042	GO:0003729
Rfam:RF00043	GO:0060908
Rfam:RF00045	GO:0005730
Rfam:RF00045	GO:0006396
Rfam:RF00046	GO:0005730
Rfam:RF00046	GO:0006396
Rfam:RF00047	GO:0016442
Rfam:RF00047	GO:0035195
Rfam:RF00048	GO:0039703
Rfam:RF00049	GO:0005730
Rfam:RF00049	GO:0006396
Rfam:RF00050	GO:0010181
Rfam:RF00051	GO:0016442
Rfam:RF00051	GO:0035195
Rfam:RF00052	GO:0016442
Rfam:RF00052	GO:0035195
Rfam:RF00053	GO:0016442
Rfam:RF00053	GO:0035195
Rfam:RF00054	GO:0005730
Rfam:RF00054	GO:0006396
Rfam:RF00055	GO:0005730
Rfam:RF00055	GO:0006396
Rfam:RF00056	GO:0005730
Rfam:RF00056	GO:0006396
Rfam:RF00057	GO:0010039
Rfam:RF00057	GO:0046677
Rfam:RF00058	GO:0006396
Rfam:RF00059	GO:0030976
Rfam:RF00060	GO:0006396
Rfam:RF00061	GO:0043022
Rfam:RF00064	GO:0006396
Rfam:RF00065	GO:0005730
Rfam:RF00065	GO:0006396
Rfam:RF00067	GO:0005730
Rfam:RF00067	GO:0006396
Rfam:RF00068	GO:0005730
Rfam:RF00068	GO:0006396
Rfam:RF00069	GO:0005730
Rfam:RF00069	GO:0006396
Rfam:RF00070	GO:0005730
Rfam:RF00070	GO:0006396
Rfam:RF00071	GO:0005730
Rfam:RF00071	GO:0006396
Rfam:RF00072	GO:0005730
Rfam:RF00072	GO:0006396
Rfam:RF00073	GO:0016442
Rfam:RF00073	GO:0035195
Rfam:RF00074	GO:0016442
Rfam:RF00074	GO:0035195
Rfam:RF00075	GO:0016442
Rfam:RF00075	GO:0035195
Rfam:RF00076	GO:0016442
Rfam:RF00076	GO:0035195
Rfam:RF00078	GO:0003729
Rfam:RF00080	GO:0030145
Rfam:RF00082	GO:0003729
Rfam:RF00082	GO:0040033
Rfam:RF00085	GO:0005730
Rfam:RF00085	GO:0006396
Rfam:RF00086	GO:0005730
Rfam:RF00086	GO:0006396
Rfam:RF00087	GO:0005730
Rfam:RF00087	GO:0006396
Rfam:RF00088	GO:0005730
Rfam:RF00088	GO:0006396
Rfam:RF00089	GO:0005730
Rfam:RF00089	GO:0006396
Rfam:RF00090	GO:0005730
Rfam:RF00090	GO:0006396
Rfam:RF00091	GO:0005730
Rfam:RF00091	GO:0006396
Rfam:RF00092	GO:0005730
Rfam:RF00092	GO:0006396
Rfam:RF00093	GO:0005730
Rfam:RF00093	GO:0006396
Rfam:RF00095	GO:0005730
Rfam:RF00095	GO:0006396
Rfam:RF00096	GO:0005730
Rfam:RF00096	GO:0006396
Rfam:RF00097	GO:0005730
Rfam:RF00097	GO:0006396
Rfam:RF00099	GO:0005730
Rfam:RF00099	GO:0006396
Rfam:RF00103	GO:0016442
Rfam:RF00103	GO:0035195
Rfam:RF00104	GO:0016442
Rfam:RF00104	GO:0035195
Rfam:RF00105	GO:0005730
Rfam:RF00105	GO:0006396
Rfam:RF00106	GO:0060910
Rfam:RF00108	GO:0005730
Rfam:RF00108	GO:0006396
Rfam:RF00109	GO:0005515
Rfam:RF00113	GO:0003729
Rfam:RF00114	GO:0045974
Rfam:RF00115	GO:0005515
Rfam:RF00115	GO:0006417
Rfam:RF00121	GO:0003729
Rfam:RF00121	GO:0040033
Rfam:RF00122	GO:0003729
Rfam:RF00129	GO:0016442
Rfam:RF00129	GO:0035195
Rfam:RF00130	GO:0016442
Rfam:RF00130	GO:0035195
Rfam:RF00131	GO:0016442
Rfam:RF00131	GO:0035195
Rfam:RF00132	GO:0005730
Rfam:RF00132	GO:0006396
Rfam:RF00133	GO:0005730
Rfam:RF00133	GO:0006396
Rfam:RF00134	GO:0005730
Rfam:RF00134	GO:0006396
Rfam:RF00135	GO:0005730
Rfam:RF00135	GO:0006396
Rfam:RF00136	GO:0005730
Rfam:RF00136	GO:0006396
Rfam:RF00137	GO:0005730
Rfam:RF00137	GO:0006396
Rfam:RF00138	GO:0005730
Rfam:RF00138	GO:0006396
Rfam:RF00139	GO:0005730
Rfam:RF00139	GO:0006396
Rfam:RF00140	GO:0043022
Rfam:RF00142	GO:0005730
Rfam:RF00142	GO:0006396
Rfam:RF00143	GO:0016442
Rfam:RF00143	GO:0035195
Rfam:RF00144	GO:0016442
Rfam:RF00144	GO:0035195
