name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Escherichia coli	562	species	10143976665	78	15	0.0
Klebsiella pneumoniae	573	species	6955559347	53	10	0.0
Morganella morganii	582	species	146992703	15	8	0.0
Proteus mirabilis	584	species	388217410	11	1	0.0
Proteus vulgaris	585	species	45814304	1	0	0.0
Providencia rettgeri	587	species	145528321	1	1	0.0
Serratia odorifera	618	species	5272556	4	0	0.0
Yersinia	629	genus	0	1	0	0.0
Yersinia enterocolitica	630	species	66520554	1	1	0.0
Edwardsiella	635	genus	0	2	0	0.0
Arsenophonus nasoniae	638	species	4987107	9	8	0.0
Vibrionaceae	641	family	0	2	0	0.0
Aeromonas	642	genus	0	1	0	0.0
Aeromonas hydrophila	644	species	198116935	3	1	0.0
Aeromonas salmonicida	645	species	34495942	1	1	0.0
Aeromonas caviae	648	species	166843152	1	1	0.0
Vibrio	662	genus	0	2	0	0.0
Vibrio alginolyticus	663	species	176643551	2	0	0.0
Vibrio cholerae	666	species	337369860	6	5	0.0
Grimontia hollisae	673	species	16426895	8	0	0.0
Plesiomonas shigelloides	703	species	15080228	2	0	0.0
Pasteurellaceae	712	family	0	5	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	45941915	1	0	0.0
Actinobacillus pleuropneumoniae	715	species	48395729	9	0	0.0
Haemophilus influenzae	727	species	149524698	16	0	0.0
Avibacterium paragallinarum	728	species	34777564	94	19	0.0
Haemophilus parainfluenzae	729	species	30637569	1	1	0.0
Histophilus somni	731	species	61590937	2	1	0.0
Pasteurella	745	genus	0	2	0	0.0
Pasteurella multocida	747	species	226596962	7	0	0.0
Orientia tsutsugamushi	784	species	10771948	1	0	0.0
Megasphaera elsdenii	907	species	2566193	1	0	0.0
Ehrlichia canis	944	species	5251017	4	0	0.0
Wolbachia	953	genus	0	1	0	0.0
Chromatiaceae	1046	family	0	2	0	0.0
Thermochromatium tepidum	1050	species	0	1	0	0.0
Cyanobacteria	1117	phylum	0	1	0	0.0
Planktothrix agardhii	1160	species	29624833	1	0	0.0
Tolypothrix sp. PCC 7601	1188	species	10128441	1	1	0.0
Gammaproteobacteria	1236	class	0	12	3	0.0
Piscirickettsia	1237	genus	0	1	0	0.0
Ruminococcus albus	1264	species	0	1	0	0.0
Staphylococcus aureus	1280	species	2407768036	13	8	0.0
Streptococcus	1301	genus	0	1	0	0.0
Streptococcus thermophilus	1308	species	143236466	2	0	0.0
Streptococcus pyogenes	1314	species	424822574	2	1	0.0
Enterococcus	1350	genus	0	1	0	0.0
Enterococcus faecalis	1351	species	409574733	1	0	0.0
Enterococcus faecium	1352	species	792840219	5	1	0.0
Enterococcus gallinarum	1353	species	21327526	1	0	0.0
Bacillus	1386	genus	0	1	0	0.0
Bacillus anthracis	1392	species	471360814	5	5	0.0
Bacillus cereus	1396	species	546199908	1	1	0.0
Bacillus licheniformis	1402	species	148010079	6	4	0.0
Priestia megaterium	1404	species	154373900	3	0	0.0
Bacillus mycoides	1405	species	244506878	1	0	0.0
Bacillus pumilus	1408	species	56539756	1	0	0.0
Bacillus subtilis	1423	species	687833382	3	1	0.0
Bacillus thuringiensis	1428	species	310632746	13	1	0.0
Bacillus thuringiensis serovar israelensis	1430	leaf	11800708	7	0	0.0
Brevibacillus laterosporus	1465	species	21876638	1	0	0.0
Clostridium	1485	genus	0	1	0	0.0
Paraclostridium bifermentans	1490	species	7206150	2	0	0.0
Clostridium botulinum	1491	species	146505968	4	0	0.0
Clostridium cochlearium	1494	species	2435419	1	1	0.0
Hathewaya histolytica	1498	species	2740791	1	0	0.0
Clostridium perfringens	1502	species	179300325	2	0	0.0
Paeniclostridium sordellii	1505	species	7246133	2	0	0.0
Clostridium beijerinckii	1520	species	43424194	17	10	0.0
[Clostridium] innocuum	1522	species	18404518	1	0	0.0
Moorella thermoacetica	1525	species	13333026	1	0	0.0
Clostridium cadaveris	1529	species	3625784	1	1	0.0
Sporosarcina	1569	genus	0	1	0	0.0
Lactobacillus helveticus	1587	species	40313846	1	0	0.0
Lactiplantibacillus plantarum	1590	species	573387568	1	0	0.0
Ligilactobacillus salivarius	1624	species	33221917	4	0	0.0
Listeria	1637	genus	0	1	0	0.0
Corynebacterium	1716	genus	0	1	0	0.0
Corynebacterium renale	1724	species	4673218	4	0	0.0
Streptomyces	1883	genus	0	1	0	0.0
Spiroplasma	2132	genus	0	2	0	0.0
Acholeplasma laidlawii	2148	species	3108581	3	0	0.0
unidentified bacterial endosymbiont	2355	species	6424793	7	5	0.0
Desulfomonile tiedjei	2358	species	0	1	0	0.0
Vagococcus	2737	genus	0	1	0	0.0
Marinobacter	2742	genus	0	3	0	0.0
Halomonas	2745	genus	0	3	2	0.0
Suttonella	13275	genus	0	1	0	0.0
Sphingomonas	13687	genus	0	9	8	0.0
Sphingomonas paucimobilis	13689	species	20917910	3	0	0.0
Latilactobacillus curvatus	28038	species	32006489	1	0	0.0
Alteromonas macleodii	28108	species	48135491	5	3	0.0
Cronobacter sakazakii	28141	species	63132176	1	0	0.0
Halomonadaceae	28256	family	0	1	0	0.0
Burkholderia pseudomallei	28450	species	664451092	2	1	0.0
Hydrogenovibrio marinus	28885	species	2491293	1	0	0.0
Salmonella enterica	28901	species	742034846	7	1	0.0
Dolosigranulum	29393	genus	0	1	0	0.0
Lactobacillus delbrueckii subsp. lactis	29397	subspecies	10792225	2	2	0.0
Pseudomonas savastanoi	29438	species	12340914	1	1	0.0
Yersinia ruckeri	29486	species	61173115	4	2	0.0
Aeromonas salmonicida subsp. salmonicida	29491	subspecies	24373553	6	0	0.0
Janthinobacterium	29580	genus	0	1	0	0.0
Rhodobacteraceae	31989	family	0	1	0	0.0
Burkholderia	32008	genus	0	2	0	0.0
Iodobacter	32014	genus	0	1	0	0.0
Pseudomonas viridiflava	33069	species	24217505	23	21	0.0
Zymobacter palmae	33074	species	3028543	1	0	0.0
Lactobacillus johnsonii	33959	species	26300332	1	0	0.0
Melissococcus plutonius	33970	species	4143540	1	0	0.0
Rahnella aquatilis	34038	species	28034934	1	0	0.0
Pseudomonas cichorii	36746	species	11854375	6	0	0.0
Gluconobacter frateurii	38308	species	3309710	1	0	0.0
Shewanella algae	38313	species	98639644	1	1	0.0
Dialister	39948	genus	0	1	0	0.0
Dialister pneumosintes	39950	species	1274073	1	0	0.0
Acinetobacter johnsonii	40214	species	65632168	3	0	0.0
Acinetobacter junii	40215	species	37447997	1	0	0.0
Acinetobacter radioresistens	40216	species	9469878	1	0	0.0
Stenotrophomonas maltophilia	40324	species	332823054	3	1	0.0
Sutterella	40544	genus	0	1	0	0.0
Sutterella wadsworthensis	40545	species	3026517	12	0	0.0
Rhodospirillaceae	41295	family	0	1	0	0.0
Rubrobacter radiotolerans	42256	species	3267233	1	0	0.0
Corynebacterium urealyticum	43771	species	7112685	2	0	0.0
Tolumonas auensis	43948	species	0	1	0	0.0
Pseudomonas mucidolens	46679	species	5853060	3	0	0.0
Pseudomonas nitroreducens	46680	species	7427551	39	3	0.0
Lautropia mirabilis	47671	species	3172010	1	1	0.0
Pseudomonas amygdali	47877	species	12531605	41	39	0.0
Pseudomonas azotoformans	47878	species	26910408	4	3	0.0
Pseudomonas fulva	47880	species	21730041	580	7	0.0
Pseudomonas synxantha	47883	species	52119649	2	2	0.0
Pseudomonas oryzihabitans	47885	species	10099269	3	0	0.0
Pseudomonas luteola	47886	species	5901383	6	0	0.0
Guyparkeria halophila	47960	species	2594469	1	1	0.0
Microbulbifer	48073	genus	0	2	0	0.0
Acinetobacter pittii	48296	species	132017223	2	2	0.0
Ralstonia	48736	genus	0	2	0	0.0
Meiothermus silvanus	52022	species	0	1	0	0.0
Pseudoalteromonas	53246	genus	0	1	1	0.0
Pseudomonas asplenii	53407	species	6426459	2	0	0.0
Pseudomonas citronellolis	53408	species	29205026	123	30	0.0
Pseudomonas ficuserectae	53410	species	6456568	4	0	0.0
Peptoniphilus ivorii	54006	species	1587771	1	1	0.0
Salmonella bongori	54736	species	17863643	1	0	0.0
Erwinia rhapontici	55212	species	20987721	1	0	0.0
Fibrobacter succinogenes subsp. succinogenes S85	59374	strain	7685639	1	1	0.0
Paracholeplasma brassicae	61635	species	1877792	2	0	0.0
Kluyvera intermedia	61648	species	14616114	3	0	0.0
Bacillus pseudomycoides	64104	species	17041730	1	0	0.0
Pseudomonas knackmussii	65741	species	10666088	2	0	0.0
Legionella waltersii	66969	species	3735697	1	0	0.0
Edwardsiella ictaluri	67780	species	30508920	8	3	0.0
Streptococcus infantis	68892	species	1707667	1	1	0.0
Desulfuromonadales	69541	order	0	1	0	0.0
Azotobacter salinestris	69964	species	5292366	10	0	0.0
Pseudomonas plecoglossicida	70775	species	17281823	103	11	0.0
Alteromonadaceae	72275	family	0	3	0	0.0
Klebsiella pneumoniae subsp. pneumoniae	72407	subspecies	590067248	1	0	0.0
Aeromonas encheleia	73010	species	8992636	1	0	0.0
Stutzerimonas balearica	74829	species	9053799	14	0	0.0
Mannheimia haemolytica	75985	species	245524689	1	1	0.0
Pseudomonas monteilii	76759	species	41019638	83	16	0.0
Pseudomonas rhodesiae	76760	species	23415441	7	0	0.0
Pseudomonas veronii	76761	species	21128048	31	20	0.0
Pseudomonas putida GB-1	76869	strain	6078430	6	0	0.0
Caulobacteraceae	76892	family	0	1	0	0.0
Pseudomonas mosselii	78327	species	35085931	6	5	0.0
Pectobacterium odoriferum	78398	species	10033833	1	0	0.0
Pseudomonas migulae	78543	species	5804264	1	0	0.0
Rhizobiaceae	82115	family	0	1	0	0.0
Cupriavidus gilardii	82541	species	22971134	12	12	0.0
Cupriavidus pauculus	82633	species	19725309	1	0	0.0
Escherichia coli O157:H7	83334	leaf	708095604	2	0	0.0
Corallococcus	83461	genus	0	1	0	0.0
Leclercia adecarboxylata	83655	species	69561882	2	0	0.0
Succinivibrio dextrinosolvens	83771	species	6318491	2	0	0.0
Parasynechococcus marenigrum WH 8102	84588	strain	2434428	1	1	0.0
Gordonia polyisoprenivorans	84595	species	18239253	1	0	0.0
Aeromonadaceae	84642	family	0	2	0	0.0
Allochromatium	85072	genus	0	1	0	0.0
Photobacterium damselae subsp. damselae	85581	subspecies	60641593	2	0	0.0
Thermacetogenium phaeum	85874	species	0	1	0	0.0
Bacillus subtilis subsp. natto	86029	subspecies	20823084	1	0	0.0
Idiomarina abyssalis	86102	species	2610628	1	0	0.0
Microbulbifer elongatus	86173	species	4196952	1	1	0.0
Pseudomonas lundensis	86185	species	19429757	15	0	0.0
Pseudomonas chlororaphis subsp. aurantiaca	86192	subspecies	96327858	2	1	0.0
Saccharophagus degradans	86304	species	0	1	0	0.0
Ligilactobacillus acidipiscis	89059	species	2607423	7	0	0.0
Salmonella enterica subsp. enterica serovar Typhimurium	90371	leaf	699553828	5	2	0.0
Moritella marina	90736	species	0	1	0	0.0
Enterobacterales	91347	order	0	5	0	0.0
Candidatus Portiera aleyrodidarum	91844	species	1852975	1	0	0.0
Asaia bogorensis	91915	species	3202366	1	0	0.0
Thiomicrospira aerophila	92245	species	0	2	0	0.0
Shewanella japonica	93973	species	4975677	1	0	0.0
Pseudomonas multiresinivorans	95301	species	6517592	457	0	0.0
Pseudomonas sp. M1	95619	species	6984680	7	4	0.0
Thiothrix winogradskyi	96472	species	4380446	2	1	0.0
Halobacteriovorax marinus	97084	species	3393238	1	0	0.0
Collinsella	102106	genus	0	1	0	0.0
Proteus penneri	102862	species	7873886	1	0	0.0
Pseudomonas syringae pv. actinidiae	103796	leaf	46575020	95	66	0.0
Pseudomonas frederiksbergensis	104087	species	18923076	4	4	0.0
Vibrio penaeicida	104609	species	33879537	2	1	0.0
Cupriavidus	106589	genus	0	1	0	0.0
Pseudomonas sp. A2	107445	species	6222934	10	10	0.0
Methylomonas sp. LW13	107637	species	5233523	2	0	0.0
Acinetobacter ursingii	108980	species	22945798	2	1	0.0
Acinetobacter schindleri	108981	species	19805411	2	0	0.0
Halothiobacillus	109262	genus	0	1	0	0.0
Candidatus Carsonella ruddii	114186	species	521938	1	0	0.0
Pasteurella multocida subsp. septica	115545	subspecies	4797955	2	1	0.0
Deinococcales	118964	order	0	1	0	0.0
Coxiellaceae	118968	family	0	1	0	0.0
Burkholderiaceae	119060	family	0	1	0	0.0
Dyadobacter	120831	genus	0	1	1	0.0
Sphingobium xenophagum	121428	species	9180444	1	0	0.0
Erysipelotrichaceae	128827	family	0	1	0	0.0
Planktothrix pseudagardhii	132604	species	6654737	1	0	0.0
Bacillus subtilis subsp. subtilis	135461	subspecies	136871646	1	0	0.0
Idiomarina loihiensis	135577	species	5735125	1	0	0.0
Chromatiales	135613	order	0	1	0	0.0
Piscirickettsiaceae	135616	family	0	1	0	0.0
Oceanospirillales	135619	order	0	1	0	0.0
Oceanospirillaceae	135620	family	0	1	0	0.0
Pseudomonadaceae	135621	family	0	8	0	0.0
Thiomicrospira cyclica	147268	species	0	1	0	0.0
Pseudopedobacter saltans	151895	species	0	2	0	0.0
Pseudomonas parafulva	157782	species	14986882	205	5	0.0
Pseudomonas cremoricolorata	157783	species	4780403	6	1	0.0
Sphaerochaeta globosa str. Buddy	158189	strain	3316466	5	1	0.0
Pseudomonas graminis	158627	species	5521192	4	3	0.0
Enterobacter hormaechei	158836	species	1006343130	5	3	0.0
Anaeromyxobacter	161492	genus	0	1	0	0.0
Peptoniphilus	162289	genus	0	2	0	0.0
Laribacter hongkongensis	168471	species	6848544	4	0	0.0
Pseudomonas extremorientalis	169669	species	6369665	3	0	0.0
Morganella morganii subsp. morganii	180434	subspecies	47849203	3	0	0.0
Pseudomonas mediterranea	183795	species	12617457	3	3	0.0
Eubacteriales	186802	order	0	1	0	0.0
Bacillaceae	186817	family	0	2	0	0.0
Lactobacillales	186826	order	0	4	0	0.0
Deinococci	188787	class	0	1	0	0.0
Cetobacterium somerae	188913	species	2973411	2	0	0.0
Lactobacillus kefiranofaciens subsp. kefirgranum	190906	subspecies	2216505	3	3	0.0
Aeromonas salmonicida subsp. masoucida	197700	subspecies	20154057	14	14	0.0
Anoxybacillus gonensis	198467	species	2803668	3	1	0.0
Pseudomonas umsongensis	198618	species	6690075	1	0	0.0
Dickeya dadantii 3937	198628	strain	4922802	1	0	0.0
Pseudomonas syringae pv. lapsa	199201	leaf	5918899	2	2	0.0
Escherichia coli CFT073	199310	strain	10473804	1	1	0.0
Deinococcus aetherius	200252	species	4818874	1	0	0.0
Pseudomonas congelans	200452	species	11562542	3	3	0.0
Pseudomonas tremae	200454	species	11844365	1	0	0.0
Acinetobacter towneri	202956	species	17491016	1	0	0.0
Saccharophagus degradans 2-40	203122	strain	5057531	1	0	0.0
Stutzerimonas chloritidismutans	203192	species	4466844	6	0	0.0
Tropheryma whipplei str. Twist	203267	strain	927303	1	1	0.0
Dickeya	204037	genus	0	1	0	0.0
Dickeya zeae	204042	species	42694459	4	0	0.0
Cobetia	204286	genus	0	1	0	0.0
Rhodospirillales	204441	order	0	1	0	0.0
Rhodobacterales	204455	order	0	1	0	0.0
Sphingomonadales	204457	order	0	1	0	0.0
Pseudomonas syringae pv. syringae B728a	205918	strain	6093698	2	2	0.0
Rhodocyclales	206389	order	0	1	0	0.0
Escherichia albertii	208962	species	191492639	4	1	0.0
Mycolicibacterium madagascariense	212765	species	5940375	1	1	0.0
Erwinia sp. Ejp617	215689	species	3957675	2	1	0.0
Thermomonas brevis	215691	species	3435501	2	0	0.0
Pseudomonas rhizosphaerae	216142	species	4688635	5	0	0.0
Alcanivoracaceae	224372	family	0	2	0	0.0
Acidithiobacillales	225057	order	0	1	0	0.0
Marinobacter adhaerens HP15	225937	strain	4651725	1	0	0.0
Peribacillus asahii	228899	species	19536561	1	0	0.0
Alteromonas stellipolaris	233316	species	14126747	21	1	0.0
Arsenophonus endosymbiont of Aleurodicus dispersus	235559	species	663125	2	0	0.0
Pseudomonas psychrotolerans	237610	species	21017885	4	1	0.0
Chitinimonas	240411	genus	0	1	0	0.0
Secundilactobacillus paracollinoides	240427	species	10733574	19	0	0.0
Ichthyobacterium seriolicida	242600	species	1921407	1	1	0.0
Methylococcus capsulatus str. Bath	243233	strain	3304561	1	0	0.0
Klebsiella variicola	244366	species	319267187	2	1	0.0
Wolbachia endosymbiont of Cimex lectularius	246273	species	1250060	1	0	0.0
Microbulbifer thermotolerans	252514	species	3938396	1	0	0.0
Pseudomonas sp. phDV1	253237	species	4727682	2	0	0.0
Gluconobacter thailandicus	257438	species	3649313	1	0	0.0
Bacillus halotolerans	260554	species	41809047	1	1	0.0
Pseudoalteromonadaceae	267888	family	0	1	0	0.0
Shewanellaceae	267890	family	0	1	0	0.0
Ehrlichia canis str. Jake	269484	strain	1315030	2	1	0.0
Dechloromonas denitrificans	281362	species	12657133	1	0	0.0
Wolbachia endosymbiont of Drosophila innubila	282263	species	1290587	1	0	0.0
Salmonella enterica subsp. enterica serovar Indiana	286783	leaf	114624334	2	2	0.0
Beggiatoa leptomitoformis	288004	species	8531667	5	0	0.0
Kordiimonas	288021	genus	0	1	0	0.0
Pseudomonas argentinensis	289370	species	5076637	2	1	0.0
Martelella	293088	genus	0	1	0	0.0
Enterobacter ludwigii	299767	species	82191059	4	0	0.0
Serratia ureilytica	300181	species	46583945	1	0	0.0
Deinococcus deserti	310783	species	0	1	0	0.0
Pseudomonas entomophila	312306	species	17403077	2	2	0.0
Pseudoalteromonas tunicata	314281	species	9926965	6	0	0.0
Psychromonas sp. CNPT3	314282	species	3052410	1	1	0.0
Deinococcus ficus	317577	species	4157290	1	0	0.0
Deinococcus geothermalis DSM 11300	319795	strain	3247018	1	0	0.0
Pseudomonas otitidis	319939	species	18489922	10	2	0.0
Pseudomonas moraviensis	321662	species	24011279	4	3	0.0
Pseudomonas simiae	321846	species	24560015	1	1	0.0
Pseudomonas sp. S19	322535	species	6098674	1	0	0.0
Azotobacter vinelandii DJ	322710	strain	5365318	23	0	0.0
Coxiella endosymbiont of Amblyomma americanum	325775	species	656901	2	0	0.0
Shewanella xiamenensis	332186	species	25430654	5	4	0.0
Sodalis glossinidius str. 'morsitans'	343509	strain	8604160	4	0	0.0
Vibrio cholerae O395	345073	strain	12400152	3	0	0.0
Sedimenticola	349742	genus	0	1	0	0.0
Yersinia pestis Angola	349746	strain	9361624	1	0	0.0
Yersinia pestis Antiqua	360102	strain	9764232	5	1	0.0
Pseudomonas savastanoi pv. savastanoi	360920	leaf	6367132	1	1	0.0
Bifidobacterium adolescentis ATCC 15703	367928	strain	2089645	1	1	0.0
Gottfriedia acidiceleris	371036	species	4690333	2	0	0.0
Teredinibacter turnerae T7901	377629	strain	5193164	1	0	0.0
Pseudomonas protegens	380021	species	117929619	353	171	0.0
Pseudomonas aeruginosa PA7	381754	strain	6588339	1	1	0.0
Pseudomonas entomophila L48	384676	strain	5888780	3	3	0.0
Candidatus Ruthia magnifica	386487	species	0	1	0	0.0
Candidatus Endoriftia persephone	393765	species	3604761	2	0	0.0
Thiomicrospira microaerophila	406020	species	2443288	1	0	0.0
Priestia aryabhattai	412384	species	21918959	1	1	0.0
Borrelia recurrentis A1	412418	strain	1242163	1	1	0.0
Candidatus Vesicomyosocius okutanii	412965	species	1022154	1	0	0.0
Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)	413404	strain	1160782	1	0	0.0
Actinopolyspora erythraea	414996	species	5243930	2	2	0.0
Paenisporosarcina antarctica	417367	species	3972524	1	1	0.0
Geobacillus thermodenitrificans NG80-2	420246	strain	3608012	2	1	0.0
Mucilaginibacter	423349	genus	0	2	0	0.0
Anaerocolumna cellulosilytica	433286	species	5430627	3	0	0.0
Microbulbifer celer	435905	species	4346001	1	0	0.0
Pseudomonas marincola	437900	species	4770427	16	6	0.0
Acholeplasma laidlawii PG-8A	441768	strain	1496992	1	0	0.0
Vibrio celticus	446372	species	5636967	3	0	0.0
Simiduia agarivorans	447471	species	0	1	0	0.0
Phenylobacterium zucineum HLK1	450851	strain	4379231	1	1	0.0
Amphritea japonica	452627	species	3880036	2	0	0.0
Cellvibrio sp. KY-YJ-3	454662	species	4489528	146	2	0.0
Steroidobacter denitrificans	465721	species	3467246	1	1	0.0
Conexibacter woesei DSM 14684	469383	strain	6359369	1	0	0.0
Pantoea eucalypti	470933	species	4798990	4	0	0.0
Pantoea vagans	470934	species	23701529	1	0	0.0
Candidatus Purcelliella pentastirinorum	472834	species	479855	1	0	0.0
Xanthomonas citri pv. glycines	473421	leaf	37540410	1	1	0.0
Candidatus Ishikawaella capsulata Mpkobe	476281	strain	754729	1	0	0.0
Natranaerobiales	485256	order	0	4	0	0.0
Pseudomonas promysalinigenes	485898	species	10250054	12	9	0.0
Bacillus velezensis	492670	species	930239249	5	1	0.0
Baekduia soli	496014	species	5212251	1	0	0.0
Cellvibrio japonicus Ueda107	498211	strain	4576573	1	0	0.0
[Eubacterium] eligens ATCC 27750	515620	strain	2831389	1	0	0.0
Chloroherpeton thalassium ATCC 35110	517418	strain	3293456	3	1	0.0
Thiocapsa bogorovii	521689	species	5649927	2	0	0.0
Maridesulfovibrio salexigens DSM 2638	526222	strain	4289847	1	1	0.0
Aromatoleum	551759	genus	0	1	0	0.0
Candidatus Nitrosacidococcus tergens	553981	species	1811369	1	0	0.0
Pseudomonas toyotomiensis	554344	species	5235458	1	0	0.0
Thermosediminibacter oceani DSM 16646	555079	strain	2280035	1	1	0.0
Laribacter hongkongensis HLHK9	557598	strain	3169329	2	0	0.0
Pseudomonas coronafaciens pv. oryzae str. 1_6	563797	strain	5714458	38	0	0.0
Bacillus thuringiensis serovar kurstaki str. YBT-1520	570416	strain	13100949	1	0	0.0
Allochromatium vinosum DSM 180	572477	strain	3669074	1	1	0.0
Sideroxydans lithotrophicus ES-1	580332	strain	3003656	4	0	0.0
Thiohalobacter thiocyanaticus	585455	species	3233441	1	1	0.0
Pseudomonas chlororaphis	587753	species	116673426	114	26	0.0
Pseudomonas chlororaphis subsp. aureofaciens	587851	subspecies	69228008	100	15	0.0
Tolumonas auensis DSM 9187	595494	strain	3471292	27	1	0.0
Abyssogena phaseoliformis symbiont	596095	species	0	1	0	0.0
Sphaerotilus sulfidivorans	639200	species	4430992	2	0	0.0
Deferribacter desulfuricans SSM1	639282	strain	2542933	1	0	0.0
Xylella fastidiosa subsp. multiplex	644357	subspecies	28140452	2	1	0.0
Pseudomonas stutzeri RCH2	644801	strain	4600489	11	0	0.0
Bacillus subtilis subsp. natto BEST195	645657	strain	4111218	1	0	0.0
Desulfurispirillum indicum S5	653733	strain	2928377	1	0	0.0
Pseudomonas sp. R11-23-07	658632	species	5689077	7	0	0.0
Arcobacter suis CECT 7833	663365	strain	2639269	1	1	0.0
Pseudomonas syringae pv. avii	663959	leaf	6501595	1	1	0.0
Cytobacillus oceanisediminis	665099	species	17083552	1	0	0.0
Candidatus Rickettsiella viridis	676208	species	1579735	2	0	0.0
Pseudanabaena sp. ABRG5-3	685565	species	5657972	1	0	0.0
Methylobacterium oryzae CBMB20	693986	strain	6286629	1	0	0.0
Cellulosilyticum	698776	genus	0	1	0	0.0
Pantoea ananatis LMG 20103	706191	strain	4703373	3	0	0.0
Alteromonas naphthalenivorans	715451	species	4972148	1	1	0.0
Enterobacter cloacae subsp. cloacae ATCC 13047	716541	strain	5598796	1	1	0.0
Pseudomonas alcaliphila JAB1	741155	strain	5340293	3	2	0.0
Pseudogulbenkiania sp. NH8B	748280	species	4332995	1	0	0.0
Yersinia pestis str. Pestoides B	748678	strain	4794427	1	0	0.0
Dolichospermum	748770	genus	0	1	0	0.0
Actinobacillus pleuropneumoniae serovar 9 str. CVJ13261	754258	strain	2324821	1	0	0.0
Methylophaga frappieri	754477	species	2745290	1	0	0.0
Acinetobacter indicus	756892	species	66982650	2	0	0.0
Streptococcus dysgalactiae subsp. equisimilis AC-2713	759913	strain	2179445	1	0	0.0
Pseudopedobacter saltans DSM 12145	762903	strain	4635236	13	3	0.0
Vibrio jasicida	766224	species	0	1	0	0.0
Halopseudomonas aestusnigri	857252	species	3996286	4	0	0.0
Halobacteriovorax marinus SJ	862908	strain	3437906	1	0	0.0
Streptococcus pneumoniae SPN034156	869303	strain	2024476	2	0	0.0
Caldithrix abyssi DSM 13497	880073	strain	4978541	1	1	0.0
Enterobacter bugandensis	881260	species	48575088	1	0	0.0
Salinimonas lutimaris	914153	species	4123530	7	0	0.0
Sandaracinus amylolyticus	927083	species	21291132	1	1	0.0
Alcanivorax dieselolei B5	930169	strain	4928223	1	0	0.0
Halioglobus japonicus	930805	species	4116357	2	0	0.0
Rhizobacter gummiphilus	946333	species	12796196	2	0	0.0
Aeromonas rivipollensis	948519	species	4508901	1	1	0.0
Cronobacter sakazakii SP291	956149	strain	4518784	16	7	0.0
Burkholderia cepacia ATCC 25416	983594	strain	25747345	1	1	0.0
Bacillus cereus C1L	1003239	strain	6047547	1	1	0.0
Listeria weihenstephanensis	1006155	species	3406292	2	0	0.0
Taylorella asinigenitalis MCE3	1008459	strain	1638559	2	1	0.0
Pseudomonas sp. StFLB209	1028989	species	6332373	201	0	0.0
Marinobacter adhaerens	1033846	species	4420856	1	0	0.0
Pseudomonas putida S16	1042876	strain	5984790	6	5	0.0
