name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Moraxella bovis	476	species	95065842	2	2	0.0
Moraxella catarrhalis	480	species	21134302	1	0	0.0
Neisseria	482	genus	0	1	0	0.0
Psychrobacter	497	genus	0	1	1	0.0
Enterobacteriaceae	543	family	0	7	0	0.0
Escherichia	561	genus	0	2	0	0.0
Escherichia coli	562	species	10143976665	48	16	0.0
Klebsiella	570	genus	0	1	0	0.0
Klebsiella pneumoniae	573	species	6955559347	25	7	0.0
Morganella morganii	582	species	146992703	19	11	0.0
Proteus mirabilis	584	species	388217410	10	2	0.0
Proteus vulgaris	585	species	45814304	2	2	0.0
Providencia rettgeri	587	species	145528321	1	0	0.0
Providencia stuartii	588	species	49469747	1	0	0.0
Salmonella enterica subsp. enterica serovar Gallinarum	594	leaf	14339113	1	0	0.0
Serratia	613	genus	0	1	0	0.0
Serratia odorifera	618	species	5272556	2	0	0.0
Shigella flexneri	623	species	306935468	1	0	0.0
Shigella sonnei	624	species	174245249	7	0	0.0
Yersinia enterocolitica	630	species	66520554	1	1	0.0
Yersinia pestis	632	species	150918218	1	0	0.0
Arsenophonus nasoniae	638	species	4987107	3	3	0.0
Vibrionaceae	641	family	0	5	0	0.0
Aeromonas caviae	648	species	166843152	3	3	0.0
Aeromonas veronii	654	species	138676447	1	0	0.0
Vibrio	662	genus	0	2	0	0.0
Vibrio alginolyticus	663	species	176643551	1	1	0.0
Vibrio cholerae	666	species	337369860	4	4	0.0
Vibrio harveyi	669	species	47752704	1	1	0.0
Grimontia hollisae	673	species	16426895	8	0	0.0
Vibrio campbellii	680	species	75139958	3	1	0.0
Plesiomonas shigelloides	703	species	15080228	1	0	0.0
Pasteurellaceae	712	family	0	4	0	0.0
Actinobacillus pleuropneumoniae	715	species	48395729	3	0	0.0
Haemophilus influenzae	727	species	149524698	16	0	0.0
Avibacterium paragallinarum	728	species	34777564	43	8	0.0
Histophilus somni	731	species	61590937	1	0	0.0
Pasteurella	745	genus	0	1	0	0.0
Pasteurella multocida	747	species	226596962	6	1	0.0
Coxiella burnetii	777	species	16257898	3	0	0.0
Cardiobacteriaceae	868	family	0	1	0	0.0
Desulfovibrio	872	genus	0	1	0	0.0
Wolbachia	953	genus	0	1	0	0.0
Bdellovibrio bacteriovorus	959	species	10943942	2	0	0.0
Chromatiaceae	1046	family	0	1	0	0.0
Rhodopseudomonas palustris	1076	species	42437482	1	0	0.0
Chlorobium limicola	1092	species	0	1	0	0.0
Pelodictyon luteolum	1100	species	0	1	0	0.0
Prosthecochloris	1101	genus	0	1	0	0.0
Cyanobacteria	1117	phylum	0	1	0	0.0
Gammaproteobacteria	1236	class	0	8	6	0.0
Pediococcus pentosaceus	1255	species	38568037	1	0	0.0
Staphylococcus aureus	1280	species	2407768036	2	1	0.0
Staphylococcus hominis	1290	species	18335782	1	1	0.0
Deinococcus	1298	genus	0	1	0	0.0
Streptococcus thermophilus	1308	species	143236466	7	1	0.0
Streptococcus pyogenes	1314	species	424822574	1	0	0.0
Enterococcus faecium	1352	species	792840219	3	0	0.0
Enterococcus gallinarum	1353	species	21327526	2	0	0.0
Bacillus	1386	genus	0	2	0	0.0
Bacillus anthracis	1392	species	471360814	3	3	0.0
Bacillus cereus	1396	species	546199908	2	1	0.0
Bacillus licheniformis	1402	species	148010079	3	3	0.0
Priestia megaterium	1404	species	154373900	4	0	0.0
Bacillus subtilis	1423	species	687833382	1	1	0.0
Bacillus thuringiensis	1428	species	310632746	9	1	0.0
Bacillus thuringiensis serovar israelensis	1430	leaf	11800708	8	0	0.0
Brevibacillus laterosporus	1465	species	21876638	1	0	0.0
Clostridium botulinum	1491	species	146505968	3	0	0.0
Acetivibrio thermocellus	1515	species	3602270	2	0	0.0
Clostridium beijerinckii	1520	species	43424194	21	15	0.0
Clostridium cadaveris	1529	species	3625784	1	1	0.0
Lentilactobacillus hilgardii	1588	species	8616265	1	0	0.0
Lactiplantibacillus plantarum	1590	species	573387568	2	0	0.0
Corynebacteriaceae	1653	family	0	2	0	0.0
Actinomyces	1654	genus	0	1	0	0.0
Arthrobacter	1663	genus	0	1	0	0.0
Streptosporangiaceae	2004	family	0	1	0	0.0
Spiroplasma	2132	genus	0	1	0	0.0
Candidatus Sodalis pierantonius str. SOPE	2342	strain	4513140	1	0	0.0
unidentified bacterial endosymbiont	2355	species	6424793	4	3	0.0
Marinobacter	2742	genus	0	1	0	0.0
Halomonas	2745	genus	0	3	3	0.0
Sphingomonas	13687	genus	0	9	8	0.0
Sphingomonas paucimobilis	13689	species	20917910	2	0	0.0
Legionella sainthelensi	28087	species	12868283	3	0	0.0
Alteromonas macleodii	28108	species	48135491	4	4	0.0
Alphaproteobacteria	28211	class	0	1	0	0.0
Ornithobacterium rhinotracheale	28251	species	11902431	3	0	0.0
Halomonadaceae	28256	family	0	2	0	0.0
Burkholderia pseudomallei	28450	species	664451092	2	2	0.0
Hydrogenovibrio marinus	28885	species	2491293	1	0	0.0
Salmonella enterica	28901	species	742034846	6	1	0.0
Pseudomonas savastanoi	29438	species	12340914	1	1	0.0
Yersinia frederiksenii	29484	species	9934709	1	0	0.0
Yersinia ruckeri	29486	species	61173115	5	1	0.0
Aeromonas salmonicida subsp. salmonicida	29491	subspecies	24373553	2	0	0.0
Lawsonia intracellularis	29546	species	1699035	1	0	0.0
Haploplasma axanthum	29552	species	1883099	1	0	0.0
Halomonas meridiana	29570	species	11570888	1	1	0.0
Taylorella	29574	genus	0	1	0	0.0
Janthinobacterium	29580	genus	0	1	0	0.0
Clostridiaceae	31979	family	0	1	0	0.0
Iodobacter	32014	genus	0	2	0	0.0
Xanthomonadaceae	32033	family	0	3	0	0.0
Pseudomonas viridiflava	33069	species	24217505	25	22	0.0
Gloeobacter	33071	genus	0	1	0	0.0
Zymobacter palmae	33074	species	3028543	1	1	0.0
Candidatus Phytoplasma	33926	genus	0	1	0	0.0
Anoxybacillus flavithermus	33934	species	2830124	2	0	0.0
Lactobacillaceae	33958	family	0	1	0	0.0
Lactobacillus johnsonii	33959	species	26300332	1	1	0.0
Paracoccus aminovorans	34004	species	4038130	1	0	0.0
Pelodictyon phaeoclathratiforme	34090	species	0	1	0	0.0
Simkania	34093	genus	0	1	0	0.0
Caldibacillus thermoamylovorans	35841	species	4016170	1	1	0.0
Pseudomonas cichorii	36746	species	11854375	2	0	0.0
Photobacterium damselae	38293	species	13826952	1	0	0.0
Gluconobacter frateurii	38308	species	3309710	1	0	0.0
Shewanella algae	38313	species	98639644	1	1	0.0
Heyndrickxia oleronia	38875	species	15778987	1	0	0.0
Alteracholeplasma palmae	38986	species	0	1	0	0.0
Afipia carboxidovorans	40137	species	0	1	0	0.0
Acinetobacter johnsonii	40214	species	65632168	1	0	0.0
Methylophaga	40222	genus	0	1	0	0.0
Stenotrophomonas maltophilia	40324	species	332823054	4	1	0.0
Sutterella wadsworthensis	40545	species	3026517	4	0	0.0
Rhodospirillaceae	41295	family	0	1	0	0.0
Rubrobacter radiotolerans	42256	species	3267233	1	0	0.0
Tolumonas auensis	43948	species	0	1	0	0.0
Hyphomicrobiaceae	45401	family	0	2	0	0.0
Desulfonema magnum	45655	species	8027777	1	0	0.0
Pseudomonas nitroreducens	46680	species	7427551	24	2	0.0
Lautropia mirabilis	47671	species	3172010	1	1	0.0
Pseudomonas amygdali	47877	species	12531605	23	21	0.0
Pseudomonas azotoformans	47878	species	26910408	4	4	0.0
Pseudomonas fulva	47880	species	21730041	448	5	0.0
Pseudomonas synxantha	47883	species	52119649	2	2	0.0
Pseudomonas oryzihabitans	47885	species	10099269	4	0	0.0
Pseudomonas luteola	47886	species	5901383	3	0	0.0
Guyparkeria halophila	47960	species	2594469	4	2	0.0
Microbulbifer	48073	genus	0	3	0	0.0
Acinetobacter pittii	48296	species	132017223	2	1	0.0
Brevibacillus agri	51101	species	5374818	1	1	0.0
Pantoea	53335	genus	0	2	0	0.0
Pseudomonas asplenii	53407	species	6426459	1	0	0.0
Pseudomonas citronellolis	53408	species	29205026	95	24	0.0
Pseudomonas ficuserectae	53410	species	6456568	11	0	0.0
Pseudomonas amygdali pv. lachrymans	53707	leaf	12272633	8	2	0.0
Salmonella bongori	54736	species	17863643	1	0	0.0
Erwinia rhapontici	55212	species	20987721	1	0	0.0
Alcanivorax	59753	genus	0	3	0	0.0
Paracholeplasma brassicae	61635	species	1877792	3	2	0.0
Kluyvera intermedia	61648	species	14616114	1	0	0.0
Pseudomonas knackmussii	65741	species	10666088	4	3	0.0
Edwardsiella ictaluri	67780	species	30508920	7	1	0.0
Mesorhizobium	68287	genus	0	1	0	0.0
Azotobacter salinestris	69964	species	5292366	4	0	0.0
Pseudomonas plecoglossicida	70775	species	17281823	86	3	0.0
Alteromonadaceae	72275	family	0	2	0	0.0
Klebsiella pneumoniae subsp. pneumoniae	72407	subspecies	590067248	1	0	0.0
Aeromonas encheleia	73010	species	8992636	1	0	0.0
Stutzerimonas balearica	74829	species	9053799	7	0	0.0
Pseudomonas monteilii	76759	species	41019638	49	11	0.0
Pseudomonas veronii	76761	species	21128048	18	15	0.0
Pseudomonas putida GB-1	76869	strain	6078430	4	0	0.0
Pseudomonas mosselii	78327	species	35085931	8	6	0.0
Pectobacterium odoriferum	78398	species	10033833	2	0	0.0
Burkholderiales	80840	order	0	1	0	0.0
Rhizobiaceae	82115	family	0	1	0	0.0
Cupriavidus gilardii	82541	species	22971134	7	6	0.0
Obesumbacterium	82982	genus	0	2	0	0.0
Serratia plymuthica	82996	species	76624588	1	0	0.0
Leclercia adecarboxylata	83655	species	69561882	1	0	0.0
Pseudoclostridium thermosuccinogenes	84032	species	4731216	1	0	0.0
Eggerthella lenta	84112	species	31223759	1	0	0.0
Aeromonadaceae	84642	family	0	6	0	0.0
Photobacterium damselae subsp. damselae	85581	subspecies	60641593	2	0	0.0
Pseudomonas lundensis	86185	species	19429757	13	0	0.0
Ligilactobacillus acidipiscis	89059	species	2607423	3	0	0.0
Salmonella enterica subsp. enterica serovar Typhimurium	90371	leaf	699553828	27	22	0.0
Moritella marina	90736	species	0	1	0	0.0
Enterobacterales	91347	order	0	7	0	0.0
Candidatus Portiera aleyrodidarum	91844	species	1852975	1	0	0.0
Asaia bogorensis	91915	species	3202366	1	0	0.0
Thiomicrospira aerophila	92245	species	0	2	0	0.0
Parachlamydiaceae	92713	family	0	1	0	0.0
Ketogulonicigenium vulgare	92945	species	9341520	1	0	0.0
Ketogulonicigenium robustum	92947	species	2713835	1	0	0.0
Pseudomonas multiresinivorans	95301	species	6517592	339	0	0.0
Pseudomonas sp. M1	95619	species	6984680	3	2	0.0
Thiothrix winogradskyi	96472	species	4380446	2	2	0.0
Halobacteriovorax marinus	97084	species	3393238	4	0	0.0
Pseudomonas syringae pv. actinidiae	103796	leaf	46575020	63	42	0.0
Pseudomonas frederiksbergensis	104087	species	18923076	8	7	0.0
Cellulophaga	104264	genus	0	1	0	0.0
Vibrio penaeicida	104609	species	33879537	2	1	0.0
Nitrosococcus watsonii C-113	105559	strain	3373286	1	0	0.0
Pseudomonas sp. A2	107445	species	6222934	2	2	0.0
Methylomonas sp. LW13	107637	species	5233523	5	0	0.0
Acinetobacter ursingii	108980	species	22945798	7	4	0.0
Candidatus Carsonella ruddii	114186	species	521938	1	0	0.0
Pasteurella multocida subsp. septica	115545	subspecies	4797955	2	2	0.0
Burkholderiaceae	119060	family	0	1	0	0.0
Geobacillus subterraneus	129338	species	10984158	1	0	0.0
Xanthomonas translucens pv. translucens	134875	leaf	32715614	1	0	0.0
Oceanospirillales	135619	order	0	1	0	0.0
Oceanospirillaceae	135620	family	0	1	0	0.0
Pseudomonadaceae	135621	family	0	10	0	0.0
Alteromonadales	135622	order	0	2	0	0.0
Weissella cibaria	137591	species	31928393	2	2	0.0
Thiomicrospira cyclica	147268	species	0	1	0	0.0
Pseudomonas parafulva	157782	species	14986882	178	8	0.0
Pseudomonas cremoricolorata	157783	species	4780403	3	0	0.0
Sphaerochaeta globosa str. Buddy	158189	strain	3316466	28	1	0.0
Sphaerochaeta pleomorpha str. Grapes	158190	strain	3590853	4	1	0.0
Pseudomonas graminis	158627	species	5521192	3	3	0.0
Enterobacter hormaechei	158836	species	1006343130	5	3	0.0
Providencia rustigianii	158850	species	7778244	1	0	0.0
Peptoniphilus	162289	genus	0	1	0	0.0
Sphingobium	165695	genus	0	1	0	0.0
Laribacter hongkongensis	168471	species	6848544	3	0	0.0
Pseudomonas extremorientalis	169669	species	6369665	2	0	0.0
Bacteroidales	171549	order	0	1	0	0.0
Morganella morganii subsp. morganii	180434	subspecies	47849203	5	0	0.0
Erwinia billingiae	182337	species	4903410	1	0	0.0
Pseudomonas mediterranea	183795	species	12617457	2	2	0.0
Clostridia	186801	class	0	1	0	0.0
Bacillaceae	186817	family	0	3	0	0.0
Planococcaceae	186818	family	0	2	0	0.0
Lactobacillales	186826	order	0	3	0	0.0
Conexibacter	191494	genus	0	1	0	0.0
Corynebacterium atypicum	191610	species	2359448	1	0	0.0
Aeromonas salmonicida subsp. masoucida	197700	subspecies	20154057	17	16	0.0
Anoxybacillus gonensis	198467	species	2803668	2	2	0.0
Pseudomonas trivialis	200450	species	6452803	2	0	0.0
Pseudomonas tremae	200454	species	11844365	4	3	0.0
Flavobacteriales	200644	order	0	1	0	0.0
Sphingobacteriales	200666	order	0	1	0	0.0
Acetivibrio thermocellus ATCC 27405	203119	strain	3843301	1	0	0.0
Stutzerimonas chloritidismutans	203192	species	4466844	4	0	0.0
Dickeya	204037	genus	0	2	0	0.0
Dickeya zeae	204042	species	42694459	6	0	0.0
Rhodospirillales	204441	order	0	5	0	0.0
Rhodobacterales	204455	order	0	1	0	0.0
Pseudomonas syringae pv. syringae B728a	205918	strain	6093698	4	4	0.0
Neisseriales	206351	order	0	1	0	0.0
Escherichia albertii	208962	species	191492639	2	1	0.0
Syntrophaceae	213468	family	0	1	0	0.0
Pseudomonas rhizosphaerae	216142	species	4688635	6	0	0.0
Marinobacter adhaerens HP15	225937	strain	4651725	1	0	0.0
Pseudomonas alkylphenolica	237609	species	11376632	2	0	0.0
Pseudomonas psychrotolerans	237610	species	21017885	3	0	0.0
Chitinimonas	240411	genus	0	1	0	0.0
Secundilactobacillus paracollinoides	240427	species	10733574	8	0	0.0
Ichthyobacterium seriolicida	242600	species	1921407	2	2	0.0
Carboxydothermus hydrogenoformans Z-2901	246194	strain	2401520	1	1	0.0
Dichelobacter nodosus VCS1703A	246195	strain	1389350	1	1	0.0
Wolbachia endosymbiont of Cimex lectularius	246273	species	1250060	1	1	0.0
Staphylococcus equorum	246432	species	28338992	1	0	0.0
Chlorobaculum	256319	genus	0	1	0	0.0
Gluconobacter thailandicus	257438	species	3649313	1	0	0.0
Agarivorans	261825	genus	0	1	0	0.0
Pseudomonas syringae pv. cerasicola	264451	leaf	6332753	1	1	0.0
Hydrogenovibrio thermophilus	265883	species	2612894	1	0	0.0
Microbulbifer variabilis	266805	species	4855835	1	0	0.0
Pseudoalteromonadaceae	267888	family	0	2	0	0.0
Shewanellaceae	267890	family	0	1	0	0.0
Moritellaceae	267891	family	0	1	0	0.0
Wolbachia endosymbiont of Drosophila innubila	282263	species	1290587	2	2	0.0
Salmonella enterica subsp. enterica serovar Indiana	286783	leaf	114624334	8	8	0.0
Beggiatoa leptomitoformis	288004	species	8531667	7	0	0.0
Kordiimonas	288021	genus	0	1	0	0.0
Pseudomonas argentinensis	289370	species	5076637	2	2	0.0
Xenorhabdus budapestensis	290110	species	4366413	1	0	0.0
Flavonifractor plautii	292800	species	16772653	1	0	0.0
Martelella	293088	genus	0	1	0	0.0
Caldalkalibacillus thermarum	296745	species	0	1	0	0.0
Enterobacter ludwigii	299767	species	82191059	2	2	0.0
Tepidimonas taiwanensis	307486	species	2915587	1	1	0.0
Pseudoalteromonas tunicata	314281	species	9926965	4	0	0.0
Bacillus mycoides KBAB4	315730	strain	5872743	1	0	0.0
Geotalea daltonii FRC-32	316067	strain	4304501	1	0	0.0
Pseudomonas otitidis	319939	species	18489922	9	2	0.0
Xanthomonas translucens pv. arrhenatheri	320326	leaf	4827165	1	1	0.0
Pseudomonas moraviensis	321662	species	24011279	1	1	0.0
Pseudomonas simiae	321846	species	24560015	3	3	0.0
Azotobacter vinelandii DJ	322710	strain	5365318	11	0	0.0
Nitrosococcus oceani ATCC 19707	323261	strain	3522111	1	0	0.0
Coxiella endosymbiont of Amblyomma americanum	325775	species	656901	2	0	0.0
Shewanella xiamenensis	332186	species	25430654	2	2	0.0
Providencia vermicola	333965	species	8756960	1	0	0.0
Sodalis glossinidius str. 'morsitans'	343509	strain	8604160	2	0	0.0
Geotalea uraniireducens Rf4	351605	strain	5136364	1	0	0.0
Mycoplasma sp. Ms02	353851	species	924269	1	0	0.0
Amphritea atlantica	355243	species	4804482	1	0	0.0
Yersinia pestis Antiqua	360102	strain	9764232	5	3	0.0
Pseudomonas savastanoi pv. savastanoi	360920	leaf	6367132	1	1	0.0
Gottfriedia acidiceleris	371036	species	4690333	1	0	0.0
Teredinibacter turnerae T7901	377629	strain	5193164	1	0	0.0
Pseudomonas protegens	380021	species	117929619	257	142	0.0
Pseudomonas entomophila L48	384676	strain	5888780	5	5	0.0
Alcanivorax borkumensis SK2	393595	strain	3120143	1	0	0.0
Trichlorobacter lovleyi SZ	398767	strain	3994874	1	0	0.0
Escherichia coli APEC O1	405955	strain	5497653	1	1	0.0
Thiomicrospira microaerophila	406020	species	2443288	2	0	0.0
Priestia aryabhattai	412384	species	21918959	2	2	0.0
Borrelia recurrentis A1	412418	strain	1242163	1	1	0.0
Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)	413404	strain	1160782	1	0	0.0
Cronobacter	413496	genus	0	1	0	0.0
Actinopolyspora erythraea	414996	species	5243930	1	1	0.0
Azoarcus olearius	418699	species	8827791	2	0	0.0
Marinobacterium rhizophilum	420402	species	5208773	1	1	0.0
Methylibium petroleiphilum PM1	420662	strain	4643639	1	0	0.0
Anaerocolumna cellulosilytica	433286	species	5430627	2	0	0.0
Coxiella burnetii Dugway 5J108-111	434922	strain	2212937	1	0	0.0
Coxiella burnetii CbuG_Q212	434923	strain	2008870	1	0	0.0
Pseudomonas marincola	437900	species	4770427	11	1	0.0
Pandoraea thiooxydans	445709	species	8928371	2	0	0.0
Vibrio celticus	446372	species	5636967	1	0	0.0
Amphritea japonica	452627	species	3880036	1	0	0.0
Candidatus Nitrotoga arctica	453162	species	3301051	1	0	0.0
Cellvibrio sp. KY-YJ-3	454662	species	4489528	107	2	0.0
Steroidobacter denitrificans	465721	species	3467246	1	1	0.0
Nitrosococcus halophilus Nc 4	472759	strain	4145260	1	0	0.0
Xanthomonas citri pv. glycines	473421	leaf	37540410	1	1	0.0
Candidatus Ishikawaella capsulata Mpkobe	476281	strain	754729	1	1	0.0
Pseudomonas promysalinigenes	485898	species	10250054	12	6	0.0
Bacillus velezensis	492670	species	930239249	5	3	0.0
Baekduia soli	496014	species	5212251	1	0	0.0
Pseudomonas yamanorum	515393	species	14016087	1	0	0.0
Chloroherpeton thalassium ATCC 35110	517418	strain	3293456	2	2	0.0
Mycoplasma anserisalpingitidis	519450	species	4620590	1	0	0.0
Pseudomonas toyotomiensis	554344	species	5235458	1	0	0.0
Thermosediminibacter oceani DSM 16646	555079	strain	2280035	2	2	0.0
Pseudomonas benzenivorans	556533	species	4755298	1	0	0.0
Laribacter hongkongensis HLHK9	557598	strain	3169329	1	0	0.0
Bacillus safensis	561879	species	53155270	1	1	0.0
Pseudomonas coronafaciens pv. oryzae str. 1_6	563797	strain	5714458	20	0	0.0
Allochromatium vinosum DSM 180	572477	strain	3669074	1	0	0.0
Acetivibrio thermocellus DSM 2360	572545	strain	3577579	1	0	0.0
Sideroxydans lithotrophicus ES-1	580332	strain	3003656	1	0	0.0
Thiohalobacter thiocyanaticus	585455	species	3233441	1	1	0.0
Pseudomonas chlororaphis	587753	species	116673426	102	32	0.0
Pseudomonas chlororaphis subsp. aureofaciens	587851	subspecies	69228008	70	6	0.0
Alteromonas australica	589873	species	8766305	1	1	0.0
Tolumonas auensis DSM 9187	595494	strain	3471292	19	1	0.0
Pseudomonas amygdali pv. lachrymans str. M301315	629260	strain	7149865	3	0	0.0
Pseudomonas syringae pv. maculicola str. ES4326	629265	strain	6593626	1	0	0.0
Acetivibrio thermocellus DSM 1313	637887	strain	3561619	1	0	0.0
Sphaerotilus sulfidivorans	639200	species	4430992	1	0	0.0
Deferribacter desulfuricans SSM1	639282	strain	2542933	2	1	0.0
Pseudomonas seleniipraecipitans	640205	species	4559114	1	0	0.0
Paenalcaligenes hominis	643674	species	2688496	2	0	0.0
Xylella fastidiosa subsp. multiplex	644357	subspecies	28140452	2	2	0.0
Pseudomonas stutzeri RCH2	644801	strain	4600489	13	0	0.0
Rhodomicrobium vannielii ATCC 17100	648757	strain	4014469	1	0	0.0
Anaerostipes hadrus	649756	species	6345226	1	0	0.0
Desulfobacula toluolica Tol2	651182	strain	5197905	2	0	0.0
Desulfurispirillum indicum S5	653733	strain	2928377	2	2	0.0
Pseudomonas sp. R11-23-07	658632	species	5689077	8	0	0.0
Arcobacter suis CECT 7833	663365	strain	2639269	1	1	0.0
Pseudomonas syringae pv. avii	663959	leaf	6501595	1	1	0.0
Cytobacillus oceanisediminis	665099	species	17083552	1	0	0.0
Candidatus Hamiltonella defensa (Bemisia tabaci)	672795	forma	1739504	1	0	0.0
Bacteroides faecis	674529	species	26694454	1	1	0.0
Candidatus Rickettsiella viridis	676208	species	1579735	5	0	0.0
Pseudanabaena sp. ABRG5-3	685565	species	5657972	1	0	0.0
Basfia	697331	genus	0	1	0	0.0
Pantoea ananatis LMG 20103	706191	strain	4703373	1	0	0.0
Mycoplasma suis KI3806	708248	strain	709270	1	0	0.0
Alteromonas naphthalenivorans	715451	species	4972148	2	1	0.0
Thiomicrospira aerophila AL3	717772	strain	2158359	1	0	0.0
Thiomicrospira cyclica ALM1	717773	strain	1932455	1	0	0.0
Pseudomonas alcaliphila JAB1	741155	strain	5340293	1	1	0.0
Gallaecimonas	745410	genus	0	1	0	0.0
Fluviicola taffensis DSM 16823	755732	strain	4633577	1	0	0.0
Acinetobacter indicus	756892	species	66982650	5	1	0.0
Pseudomonas cannabina pv. alisalensis	757414	leaf	6144893	1	0	0.0
Weissella ceti	759620	species	4135763	1	0	0.0
Streptococcus dysgalactiae subsp. equisimilis AC-2713	759913	strain	2179445	1	1	0.0
Pseudopedobacter saltans DSM 12145	762903	strain	4635236	10	3	0.0
Mycoplasma suis str. Illinois	768700	strain	742431	1	0	0.0
Halopseudomonas aestusnigri	857252	species	3996286	3	0	0.0
Halobacteriovorax marinus SJ	862908	strain	3437906	4	0	0.0
Ornithobacterium rhinotracheale DSM 15997	867902	strain	2399175	1	0	0.0
Spirochaeta thermophila DSM 6578	869211	strain	2560222	1	0	0.0
Pseudoalteromonas xiamenensis	882626	species	4563326	1	0	0.0
Escherichia coli str. 'clone D i14'	885275	strain	5038386	1	0	0.0
Escherichia coli str. 'clone D i2'	885276	strain	5038386	1	0	0.0
Salinimonas lutimaris	914153	species	4123530	1	0	0.0
Sandaracinus amylolyticus	927083	species	21291132	1	1	0.0
Alcanivorax dieselolei B5	930169	strain	4928223	1	0	0.0
Rhizobacter gummiphilus	946333	species	12796196	1	0	0.0
Aeromonas rivipollensis	948519	species	4508901	1	1	0.0
Cronobacter sakazakii SP291	956149	strain	4518784	14	10	0.0
Staphylococcus argenteus	985002	species	38938562	1	0	0.0
Anaerotignum propionicum DSM 1682	991789	strain	3120417	1	0	0.0
Listeria weihenstephanensis	1006155	species	3406292	1	0	0.0
Pseudomonas sp. StFLB209	1028989	species	6332373	149	0	0.0
Marinobacter adhaerens	1033846	species	4420856	1	0	0.0
Pseudomonas putida S16	1042876	strain	5984790	3	0	0.0
Chitinolyticbacter	1055692	genus	0	1	0	0.0
Morococcus cerebrosus	1056807	species	2574276	1	0	0.0
Basilea psittacipulmonis DSM 24701	1072685	strain	1959069	1	1	0.0
Vibrio alfacsensis	1074311	species	15405513	2	0	0.0
Thiolapillus brandeum	1076588	species	3153637	1	0	0.0
Halomonas socia	1081866	species	4753299	2	0	0.0
Pseudomonas putida B6-2	1081940	strain	6377271	103	82	0.0
Alcanivorax xenomutans	1094342	species	4733951	1	0	0.0
Xanthomonas axonopodis pv. commiphoreae	1101443	leaf	4799653	1	1	0.0
Pseudomonas syringae pv. actinidiae ICMP 9853	1104678	strain	6507519	1	0	0.0
Alcanivorax sp. NBRC 101098	1113728	species	3095417	1	0	0.0
Stutzerimonas balearica DSM 6083	1123016	strain	4383480	3	3	0.0
Pseudomonas stutzeri DSM 10701	1123519	strain	4174118	4	0	0.0
Sphaerochaeta associata	1129264	species	3554903	290	263	0.0
Klebsiella michiganensis	1134687	species	245027636	2	0	0.0
Acetivibrio thermocellus AD2	1138384	strain	3554854	1	0	0.0
Pseudomonas furukawaii	1149133	species	6242949	1	0	0.0
Sulfuricella denitrificans skB26	1163617	strain	3217213	1	0	0.0
Galbibacter sp. BG1	1170699	species	3708790	1	0	0.0
Pseudomonas sp. R3-52-08	1173284	species	5926806	2	0	0.0
[Pseudomonas] zhaodongensis	1176257	species	10097932	10	0	0.0
Bacillus zhangzhouensis	1178540	species	3284405	1	0	0.0
Pseudobdellovibrio exovorus JSS	1184267	strain	2657893	1	1	0.0
Vallitalea guaymasensis	1185412	species	5626074	2	0	0.0
Granulosicoccus antarcticus IMCC3135	1192854	strain	7783862	1	0	0.0
Pseudomonas putida SJTE-1	1193499	strain	6077201	9	9	0.0
Gilliamella	1193503	genus	0	1	0	0.0
Pseudomonas putida DOT-T1E	1196325	strain	6260702	10	7	0.0
